Agency,State,Total Agency Size (Bytes),Total Agency Size (GiB),Total Agency Size (GB),Total Agency Size (TiB),,,
buckeyelakevillage.com,OH,2888102191,2.68975,2.8881,0.00263,,,
statesboroga.gov,GA,2870630438,2.67348,2.87063,0.00261,,,
msi-cpe-team,,2855205527,2.65912,2.85521,0.0026,,,
stmarysmd.com,MD,2823443550,2.62954,2.82344,0.00257,,,
bdcuvta.bdcuvt.gch.lab,TX,2811361544,2.61828,2.81136,0.00256,,,
oswegocounty.com,NY,2763507797,2.57372,2.76351,0.00251,,,
cedar-rapids.org,IA,2750096811,2.56123,2.7501,0.0025,,,
pd.eastham.ma.us,,2711862310,2.52562,2.71186,0.00247,,,
3cb3760f608b46e5291e5ffce475b13d (Agency not Matched),,2700221386,2.51478,2.70022,0.00246,,,
humbleisdpd.tx.us,,2689357213,2.50466,2.68936,0.00245,,,
aberdeenpd.nc.us,NC,2652261874,2.47011,2.65226,0.00241,,,
morgantownpd.wv.us,WV,2609561151,2.43034,2.60956,0.00237,,,
apluschtrschinc.tx.us,TX,2604574593,2.4257,2.60457,0.00237,,,
greenecounty.mo.p1cadhost.gov,MO,2595618952,2.41736,2.59562,0.00236,,,
mclep.pendleton.ca.us,CA,2594862964,2.41665,2.59486,0.00236,,,
whiteoakpolice.org,PA,2524203304,2.35085,2.5242,0.0023,,,
pleasantviewpd.ut.us,UT,2501783399,2.32997,2.50178,0.00228,,,
mccombpd.oh.us,OH,2500990269,2.32923,2.50099,0.00227,,,
essexcopo.nj.us,NJ,2495706294,2.32431,2.49571,0.00227,,,
pd.colby.ks.us,KS,2493893943,2.32262,2.49389,0.00227,,,
msi.elc-historical-migrator,FL,2460632344,2.29164,2.46063,0.00224,,,
vesta.demo.lab,CA,2460166407,2.29121,2.46017,0.00224,,,
police.crystalmn.gov,MN,2446898190,2.27885,2.4469,0.00223,,,
southlakepd.com,MN,2441060183,2.27341,2.44106,0.00222,,,
scarboroughmaine.org,ME,2432327035,2.26528,2.43233,0.00221,,,
cityoforlando.net,Florida,2428938674,2.26213,2.42894,0.00221,,,
springfieldpolice.net,MA,2413071057,2.24735,2.41307,0.00219,,,
coushatta.org,LA,2410293318,2.24476,2.41029,0.00219,,,
starcity.wv.us,WV,2400987094,2.23609,2.40099,0.00218,,,
mashpeepd.com,MA,2393706831,2.22931,2.39371,0.00218,,,
plainvillect.com,CT,2351647078,2.19014,2.35165,0.00214,,,
pd.panamacity.fl.us,FL,2320762871,2.16138,2.32076,0.00211,,,
central.echccst.com,,2288329915,2.13117,2.28833,0.00208,,,
ci.deer-park.tx.us,Texas,2288276964,2.13112,2.28828,0.00208,,,
newportricheypd.fl.us,FL,2271146203,2.11517,2.27115,0.00207,,,
ci.tulare.ca.us,CA,2263405520,2.10796,2.26341,0.00206,,,
police.ci.enumclaw.wa.us,WA,2235176072,2.08167,2.23518,0.00203,,,
qrtrn1a.bexarmetro911,TX,2185540970,2.03544,2.18554,0.00199,,,
msi.flex.pdm.a.demo,,2183716584,2.03374,2.18372,0.00199,,,
pearlandtx.gov,,2172427041,2.02323,2.17243,0.00198,,,
kirkwood.edu,IA,2144019474,1.99677,2.14402,0.00195,,,
laba.bexarmetro911,TX,2129453028,1.98321,2.12945,0.00194,,,
woodville-tx.gov,TX,2129376255,1.98314,2.12938,0.00194,,,
corr.mhanation.com,ND,2081614735,1.93865,2.08161,0.00189,,,
pd.mcsherrystown.pa.us,PA,2053036127,1.91204,2.05304,0.00187,,,
sheriff.co.menard.tx.us,TX,2050693951,1.90986,2.05069,0.00187,,,
dbpd.us,FL,2040894403,1.90073,2.04089,0.00186,,,
spo.cccad.si.msi.mcso,KS,2025658343,1.88654,2.02566,0.00184,,,
da.msi.demo,IL,1985924023,1.84954,1.98592,0.00181,,,
qub20.vestalabs,,1983105897,1.84691,1.98311,0.0018,,,
jacksonvillenc.gov,NC,1973387008,1.83786,1.97339,0.00179,,,
leaguecity.tx.p1cadhost.trngov,,1957792583,1.82334,1.95779,0.00178,,,
msi.location-services,,1916256879,1.78465,1.91626,0.00174,,,
pd.lafayette.la.edu,LA,1883130622,1.7538,1.88313,0.00171,,,
staging.dnr.ohio.gov,,1877299221,1.74837,1.8773,0.00171,,,
glenwoodpolice.org,IA,1870512289,1.74205,1.87051,0.0017,,,
pd.norwich.vt.us,VT,1855901963,1.72844,1.8559,0.00169,,,
westonpd.wv.us,WV,1810660247,1.68631,1.81066,0.00165,,,
dpss.umich.edu,MI,1804164043,1.68026,1.80416,0.00164,,,
hesstonks.org,KS,1801731964,1.67799,1.80173,0.00164,,,
p13.oceancoso.nj.us,NJ,1778921078,1.65675,1.77892,0.00162,,,
scpo.sussex.nj.us,NJ,1764276696,1.64311,1.76428,0.0016,,,
danvilleky.gov,KY,1748049271,1.628,1.74805,0.00159,,,
louva-va-p1cadhost-stg,VA,1735384822,1.6162,1.73538,0.00158,,,
casperwy.gov,WY,1734930900,1.61578,1.73493,0.00158,,,
smh.com,FL,1720556631,1.60239,1.72056,0.00156,,,
tjjd.texas.gov,TX,1713275111,1.59561,1.71328,0.00156,,,
cistandalone,,1703945688,1.58692,1.70395,0.00155,,,
training.denco.org,TX,1683845088,1.5682,1.68385,0.00153,,,
shelbyso.com,,1662293212,1.54813,1.66229,0.00151,,,
squaxin.us,,1654013181,1.54042,1.65401,0.0015,,,
pd.foley.mn.us,,1597417680,1.48771,1.59742,0.00145,,,
uakron.edu,OH,1582549009,1.47386,1.58255,0.00144,,,
sikeston.org,MO,1557180351,1.45024,1.55718,0.00142,,,
police.miamigov.com,FL,1528155368,1.42321,1.52816,0.00139,,,
cdaid.org,ID,1480322254,1.37866,1.48032,0.00135,,,
msi.onehandheld.test.starter,NY,1462373618,1.36194,1.46237,0.00133,,,
so.co.boone.ky.us,KY,1455496859,1.35554,1.4555,0.00132,,,
ci.the-dalles.or.us,OR,1453634305,1.3538,1.45363,0.00132,,,
ghc.ech.lab,TX,1452271988,1.35253,1.45227,0.00132,,,
vermont.gov,,1451053030,1.3514,1.45105,0.00132,,,
msi.vnxt.cl.prod.demo.fire,,1447938719,1.3485,1.44794,0.00132,,,
lvmpd.com.training,NV,1440637182,1.3417,1.44064,0.00131,,,
crimestoppersofmobile.org,AL,1399197637,1.3031,1.3992,0.00127,,,
saginawtownship.net,MI,1385890572,1.29071,1.38589,0.00126,,,
dpsnc.net,NC,1381125428,1.28627,1.38113,0.00126,,,
valdostacity.com,GA,1375954446,1.28146,1.37595,0.00125,,,
coldwaterks.org,KS,1371484335,1.27729,1.37148,0.00125,,,
oakham-ma.gov,MA,1356566777,1.2634,1.35657,0.00123,,,
msi.sedemo.cadweb.sf.pd,IL,1319781564,1.22914,1.31978,0.0012,,,
holdernesspd.nh.us,NH,1319471116,1.22885,1.31947,0.0012,,,
msi.onehandheld.test.tags,UT,1274849568,1.1873,1.27485,0.00116,,,
p21.oceancoso.nj.us,NJ,1237034511,1.15208,1.23703,0.00113,,,
castrovilletx.gov,TX,1221404822,1.13752,1.2214,0.00111,,,
westminsterpd.ma.us,MA,1220323480,1.13651,1.22032,0.00111,,,
catapd.org,PA,1213793992,1.13043,1.21379,0.0011,,,
btrn2.bexarmetro911,TX,1213490620,1.13015,1.21349,0.0011,,,
pd.whitesboro.tx.us,TX,1211345938,1.12815,1.21135,0.0011,,,
leesburgva-cc.gov,Virginia,1207267994,1.12436,1.20727,0.0011,,,
cc911.dev.sandbox,,1200489776,1.11804,1.20049,0.00109,,,
ccste.demo.pd,NV,1196702506,1.11452,1.1967,0.00109,,,
cityoflakewood.us,WA,1193817354,1.11183,1.19382,0.00109,,,
co.barron.wi.us,WI,1176956799,1.09613,1.17696,0.00107,,,
glendalepd.az.p1cadhost.trn.gov,AZ,1129743069,1.05216,1.12974,0.00103,,,
le.fdlband.org,MN,1127778176,1.05033,1.12778,0.00103,,,
crimestoppersofwillcounty.org,IL,1115124106,1.03854,1.11512,0.00101,,,
ccsheriffs.org,TN,1110147481,1.03391,1.11015,0.00101,,,
parsonspd.com,KS,1097689507,1.0223,1.09769,0.001,,,
wccrimestoppers.com,IA,1082904516,1.00853,1.0829,0.00098,,,
frederickcosheriff.com,MD,1071587118,0.99799,1.07159,0.00097,,,
lapd.online,CA,1061590104,0.98868,1.06159,0.00097,,,
so.co.muskegon.mi.us,MI,1059275771,0.98653,1.05928,0.00096,,,
richland.edu,IL,1055051107,0.98259,1.05505,0.00096,,,
evidence2-motorolasolutions.com,UT,1045138655,0.97336,1.04514,0.00095,,,
demo.buckeyeaz.gov,AZ,1018100448,0.94818,1.0181,0.00093,,,
pd.northmankato.com,MN,1013619542,0.94401,1.01362,0.00092,,,
njsp.org,NJ,1009129893,0.93983,1.00913,0.00092,,,
atty.co.wasatch.utah.gov,UT,971786879,0.90505,0.97179,0.00088,,,
ogunquit.gov,ME,970297950,0.90366,0.9703,0.00088,,,
p31.oceancoso.nj.us,NJ,965878202,0.89954,0.96588,0.00088,,,
cityofelwood.com,IN,957268870,0.89153,0.95727,0.00087,,,
roanoke.va.p1cadhost.trn.gov,VA,951238074,0.88591,0.95124,0.00087,,,
ci.burlington.nc.us,NC,926298907,0.86268,0.9263,0.00084,,,
cps.solutionspecialists.demo,IL,912127626,0.84949,0.91213,0.00083,,,
kalamazoopublicsafety.org,MI,894792210,0.83334,0.89479,0.00081,,,
pd.navasota.tx.us,TX,894311150,0.83289,0.89431,0.00081,,,
hillside-il.org,IL,891181798,0.82998,0.89118,0.00081,,,
bcsd.us,NJ,887038327,0.82612,0.88704,0.00081,,,
roanoke.va.p1cadhost.gov,VA,881608102,0.82106,0.88161,0.0008,,,
staffordcrimesolvers.com,VA,860254450,0.80117,0.86025,0.00078,,,
losaltosca.gov,California,855213339,0.79648,0.85521,0.00078,,,
townoflizton.com,IN,848629619,0.79035,0.84863,0.00077,,,
waukeganil.gov,,839259407,0.78162,0.83926,0.00076,,,
pd.fruitland.md.us,MD,835001424,0.77766,0.835,0.00076,,,
co.trumbull.oh.us,OH,827753159,0.77091,0.82775,0.00075,,,
ghc-basslabtango3.911.org,TX,814587311,0.75864,0.81459,0.00074,,,
dfaabc.arkansas.gov,AR,813577515,0.7577,0.81358,0.00074,,,
c390tularfd.cal911.net,CA,808161185,0.75266,0.80816,0.00074,,,
msm-test,,807314821,0.75187,0.80731,0.00073,,,
newhavenct.gov,CT,796531665,0.74183,0.79653,0.00072,,,
lab.psap.b.denco.org,TX,777432659,0.72404,0.77743,0.00071,,,
youngsvilleboro.org,PA,770058695,0.71717,0.77006,0.0007,,,
utsa.bexarmetro911,TX,768481046,0.7157,0.76848,0.0007,,,
msi.vnxt.cl.prod.demo1.com,Illinois,757441083,0.70542,0.75744,0.00069,,,
trentonpolice.net,NJ,750045635,0.69853,0.75005,0.00068,,,
ormondbeach.org,FL,748230094,0.69684,0.74823,0.00068,,,
willcounty.il.p1cadhost.gov,IL,734372143,0.68394,0.73437,0.00067,,,
sfasu.edu,TX,716525588,0.66732,0.71653,0.00065,,,
so.mclennan.co.tx.us,TX,713662793,0.66465,0.71366,0.00065,,,
cityofwoodland.org,CA,712880119,0.66392,0.71288,0.00065,,,
virginia.edu,VA,710957234,0.66213,0.71096,0.00065,,,
uncc.edu,NC,703880349,0.65554,0.70388,0.00064,,,
massportauth.ma.us,MA,699217087,0.6512,0.69922,0.00064,,,
cityoflacrosse.org,WI,698056807,0.65012,0.69806,0.00063,,,
alvin.tx.alpd.p1prod.gov,TX,696240624,0.64842,0.69624,0.00063,,,
roanokeva.gov,VA,686799908,0.63963,0.6868,0.00062,,,
warehampolice.com,,684507632,0.6375,0.68451,0.00062,,,
msi.sedemo.cadweb.apxcad,IL,683540235,0.6366,0.68354,0.00062,,,
greenevillepd.org,Tennessee,683149947,0.63623,0.68315,0.00062,,,
emporiaks.gov,KS,682170555,0.63532,0.68217,0.00062,,,
msi.vault.migration,Greater Poland Voivodeship,677914914,0.63136,0.67791,0.00062,,,
co.carlton.mn.us,MN,677044706,0.63055,0.67704,0.00062,,,
clintonma.gov,MA,673803297,0.62753,0.6738,0.00061,,,
pd.williamsburg.ky.us,,673506226,0.62725,0.67351,0.00061,,,
christiancountycrimestoppers.org,IL,671458376,0.62534,0.67146,0.00061,,,
pearlandac.tx.us,TX,671288240,0.62519,0.67129,0.00061,,,
msi.ccrms.assist.test.prod,NV,670627346,0.62457,0.67063,0.00061,,,
spo.cccad.si.msi.cgpd,KS,665179801,0.6195,0.66518,0.0006,,,
pinellas-park.com,FL,663979609,0.61838,0.66398,0.0006,,,
co.washington.or.us,OR,659070097,0.61381,0.65907,0.0006,,,
evidence5-motorolasolutions,UT,658232107,0.61303,0.65823,0.0006,,,
ncso.co.neshoba.ms.us,Mississippi,648638243,0.60409,0.64864,0.00059,,,
msi.onehandheld.test.formnomediatagging,NY,643453660,0.59926,0.64345,0.00059,,,
littlerock.gov,AR,640405091,0.59642,0.64041,0.00058,,,
dps.twu.edu,TX,622061000,0.57934,0.62206,0.00057,,,
hampdenmaine.gov,ME,621173362,0.57851,0.62117,0.00056,,,
beevilleisd.net,TX,620886743,0.57825,0.62089,0.00056,,,
matthewsnc.gov,NC,620735044,0.5781,0.62074,0.00056,,,
henrycosd.il.us,IL,614794915,0.57257,0.61479,0.00056,,,
cityofmoore.com,OK,611039257,0.56907,0.61104,0.00056,,,
roc1.bexarmetro911,TX,599040420,0.5579,0.59904,0.00054,,,
sheriff.org,FL,594962154,0.5541,0.59496,0.00054,,,
pd.guntertx.gov,TX,593534236,0.55277,0.59353,0.00054,,,
nberksregpd.pa.us,PA,590448097,0.5499,0.59045,0.00054,,,
columbusairports.com,OH,580288314,0.54044,0.58029,0.00053,,,
pd.cityofshawano.com,WI,573463915,0.53408,0.57346,0.00052,,,
nilesmi.org,MI,565797995,0.52694,0.5658,0.00051,,,
roc2.bexarmetro911,TX,564098014,0.52536,0.5641,0.00051,,,
morganscottcrimestoppers.webs.com,IL,563504619,0.5248,0.5635,0.00051,,,
poconopd.org,PA,559307448,0.5209,0.55931,0.00051,,,
ncshp.nc.p1cadhost.gov,NC,557109903,0.51885,0.55711,0.00051,,,
2023.2.mdpd.beta,Florida,554211868,0.51615,0.55421,0.0005,,,
pd.saintanthony.mn.us,MN,553046504,0.51506,0.55305,0.0005,,,
evidence4-motorolasolutions.com,,548272851,0.51062,0.54827,0.0005,,,
pros.srpmic-nsn.gov,AZ,534170513,0.49749,0.53417,0.00049,,,
bcsd.berkeley.wv.us,WV,521546911,0.48573,0.52155,0.00047,,,
pd.benningtonvt.org,VT,514012134,0.47871,0.51401,0.00047,,,
chagrinvalley.oh.p1cadhost.gov,OH,503490384,0.46891,0.50349,0.00046,,,
rcips.ky,CAY,503262063,0.4687,0.50326,0.00046,,,
brocktonpolice.com,MA,494351061,0.4604,0.49435,0.00045,,,
nutleypd.com,NJ,486860902,0.45342,0.48686,0.00044,,,
prod-evidence-aware-eng,,482836122,0.44968,0.48284,0.00044,,,
buffalocounty.ne.gov,Nebraska,482155486,0.44904,0.48216,0.00044,,,
hillsboroughpd.nj.us,NJ,477213226,0.44444,0.47721,0.00043,,,
eths.k12.il.us,IL,467745622,0.43562,0.46775,0.00043,,,
uspsoig.gov,VA,462842685,0.43106,0.46284,0.00042,,,
pd.hollister.ca.gov,CA,459246039,0.42771,0.45925,0.00042,,,
co.clay.ia.us,IA,457052231,0.42566,0.45705,0.00042,,,
msi.p1rms.pdm.a.demo,UT,455835471,0.42453,0.45584,0.00041,,,
police.msu.edu,MI,447596740,0.41686,0.4476,0.00041,,,
bordentowntownshippd.org,NJ,444885734,0.41433,0.44489,0.0004,,,
msi.ccr.pdm.a,IL,442954947,0.41253,0.44295,0.0004,,,
ocpo.oceancoso.nj.us,NJ,442946125,0.41253,0.44295,0.0004,,,
muni.org,AK,437227178,0.4072,0.43723,0.0004,,,
msi.sedemo.cadweb.apxcad.fd,IL,418018834,0.38931,0.41802,0.00038,,,
motorola-solutions,,417377819,0.38871,0.41738,0.00038,,,
glencarbonil.gov,IL,415251408,0.38673,0.41525,0.00038,,,
labb.bexarmetro911,TX,409798838,0.38165,0.4098,0.00037,,,
p1trn.pd.norwich.ct.org,CT,408827267,0.38075,0.40883,0.00037,,,
plattevillepd.co.us,CO,406895049,0.37895,0.4069,0.00037,,,
lynnhavenpd.us,FL,403820748,0.37609,0.40382,0.00037,,,
co.ulster.ny.us,NY,401135966,0.37359,0.40114,0.00036,,,
smith-county.com,TX,400940008,0.3734,0.40094,0.00036,,,
townofboone.net,NC,400067638,0.37259,0.40007,0.00036,,,
mso.umt.edu,MT,393696557,0.36666,0.3937,0.00036,,,
southeast.echccst.com,,380799539,0.35465,0.3808,0.00035,,,
algercosd.mi.us,MI,380357095,0.35424,0.38036,0.00035,,,
msi.assist,KS,379138316,0.3531,0.37914,0.00034,,,
wfpso.org,LA,372682646,0.34709,0.37268,0.00034,,,
les.wvdnr.gov,WV,372504355,0.34692,0.3725,0.00034,,,
pd.wheeling.il.us,IL,372430798,0.34685,0.37243,0.00034,,,
culvercitypd.org,CA,366334354,0.34118,0.36633,0.00033,,,
hamiltoncounty.org,IA,361942022,0.33708,0.36194,0.00033,,,
memphistn.gov,Tennessee,359853194,0.33514,0.35985,0.00033,,,
tiftsheriff.org,GA,359694141,0.33499,0.35969,0.00033,,,
forestparkpd.com,GA,355582659,0.33116,0.35558,0.00032,,,
horry.sc.p1cadhost.gov,SC,354511206,0.33016,0.35451,0.00032,,,
cityofmeadville.org,PA,352271343,0.32808,0.35227,0.00032,,,
mtnbrook.org,AL,350043639,0.326,0.35004,0.00032,,,
occda.org,MI,348252951,0.32434,0.34825,0.00032,,,
starksheriff.org,Ohio,347230045,0.32338,0.34723,0.00032,,,
pd.uconn.edu,CT,345987763,0.32223,0.34599,0.00031,,,
fe.temecula.lab,CA,344230413,0.32059,0.34423,0.00031,,,
djj.ky.gov,KY,343216480,0.31965,0.34322,0.00031,,,
lab.psap.a.denco.org,TX,342218568,0.31872,0.34222,0.00031,,,
pd.hanover.pa.us,PA,339380092,0.31607,0.33938,0.00031,,,
chagrinvalley.oh.p1cadhost.trn.gov,OH,337859827,0.31466,0.33786,0.00031,,,
paris.mountain.911,,331301709,0.30855,0.3313,0.0003,,,
roc5.bexarmetro911,TX,329292742,0.30668,0.32929,0.0003,,,
beta.cadhost.loudoun.gov,VA,328989706,0.3064,0.32899,0.0003,,,
so.marion.fl.us,FL,328546141,0.30598,0.32855,0.0003,,,
chagrinvalley.oh.p1cadhost.stg.gov,OH,328383029,0.30583,0.32838,0.0003,,,
leenhpolice.org,NH,323596400,0.30137,0.3236,0.00029,,,
pd.bhc.edu,IL,315637732,0.29396,0.31564,0.00029,,,
sweetwater911.org,WY,315170278,0.29353,0.31517,0.00029,,,
f9c1d90dbf2a7d69bd615d54a4ee4863 (Agency not Matched),,314761866,0.29314,0.31476,0.00029,,,
bluespringsgov.com,MO,312811828,0.29133,0.31281,0.00028,,,
fleetwoodpd.pa.us,PA,310868240,0.28952,0.31087,0.00028,,,
msi.svxdemsplus.demo,IL,309743505,0.28847,0.30974,0.00028,,,
harrisonburgva.gov,VA,309672151,0.2884,0.30967,0.00028,,,
bdcuvtb.bdcuvt.gch.lab,TX,308783963,0.28758,0.30878,0.00028,,,
chambleega.gov,Georgia,308446362,0.28726,0.30845,0.00028,,,
morganspointresortpd.tx.us,,294649334,0.27441,0.29465,0.00027,,,
horry.sc.p1cadhost.trn.gov,SC,293352370,0.27321,0.29335,0.00027,,,
plgrove.org,UT,287564118,0.26781,0.28756,0.00026,,,
city.pottsville.pa.us,PA,286049069,0.2664,0.28605,0.00026,,,
ghc-basslabtango1.911.org,TX,278227089,0.25912,0.27823,0.00025,,,
lindenwoldpd.com,NJ,276612782,0.25762,0.27661,0.00025,,,
msi.sedemo.cadweb.monroe.pd,IL,273762115,0.25496,0.27376,0.00025,,,
battlecreekpd.ne.us,NE,271602446,0.25295,0.2716,0.00025,,,
police.bedfordma.gov,MA,271241738,0.25261,0.27124,0.00025,,,
lincoln.crimestoppersweb.com,NC,270003644,0.25146,0.27,0.00025,,,
somersetpd.com,KY,268330693,0.2499,0.26833,0.00024,,,
da.bristol.ma.us,MA,263154687,0.24508,0.26315,0.00024,,,
stlandryparishsd.la.us,LA,251495744,0.23422,0.2515,0.00023,,,
lpso.net,LA,249042067,0.23194,0.24904,0.00023,,,
ghc-basslabtango4.911.org,TX,247170136,0.2302,0.24717,0.00022,,,
moto.p1.cfs.bernco.gov,NM,245304316,0.22846,0.2453,0.00022,,,
radius.test.production,,244585395,0.22779,0.24459,0.00022,,,
montesano.us,WA,242840217,0.22616,0.24284,0.00022,,,
msi.training,,238850494,0.22245,0.23885,0.00022,,,
l309rbpd.cal911.net,CA,235925674,0.21972,0.23593,0.00021,,,
bayonnepd.org,NJ,234516707,0.21841,0.23452,0.00021,,,
veronapolice.org,NJ,232515138,0.21655,0.23252,0.00021,,,
roc4.bexarmetro911,TX,230363002,0.21454,0.23036,0.00021,,,
greenvillems.org,Mississippi,228902432,0.21318,0.2289,0.00021,,,
dothan.org,AL,228251016,0.21258,0.22825,0.00021,,,
msi.cadcloud.flex.prod01,TX,222153514,0.2069,0.22215,0.0002,,,
cityofdwg.net,TX,219659534,0.20457,0.21966,0.0002,,,
sewickleyheightsboro.com,PA,218177424,0.20319,0.21818,0.0002,,,
washjeff.edu,PA,217754344,0.2028,0.21775,0.0002,,,
mchd-tx.org,TX,215812743,0.20099,0.21581,0.0002,,,
msi.dems.ts25.demo,IL,211380938,0.19686,0.21138,0.00019,,,
scsk12.org,TN,210245097,0.19581,0.21025,0.00019,,,
co.tulare.ca.us,CA,207628328,0.19337,0.20763,0.00019,,,
gcecd,,206363001,0.19219,0.20636,0.00019,,,
qrlab.bexarmetro911,,205645350,0.19152,0.20565,0.00019,,,
littlestownboro.org,PA,205326447,0.19123,0.20533,0.00019,,,
qrtrn1b.bexarmetro911,TX,203443403,0.18947,0.20344,0.00019,,,
maustonpd.wi.us,WI,203126234,0.18918,0.20313,0.00018,,,
flagstaff.az.gov,AZ,200652841,0.18687,0.20065,0.00018,,,
ecosys2.il.p1.pd.msi,NV,199327186,0.18564,0.19933,0.00018,,,
thomasville.org,GA,197345294,0.18379,0.19735,0.00018,,,
dps.texas.gov,Texas,186996608,0.17415,0.187,0.00017,,,
hampton-pa.org,PA,179485473,0.16716,0.17949,0.00016,,,
msi.records.starter,IL,179308479,0.16699,0.17931,0.00016,,,
dothanpd.org,AL,176745030,0.16461,0.17675,0.00016,,,
msi.lvmpd,NV,175221827,0.16319,0.17522,0.00016,,,
coshoctoncounty.net,OH,174116190,0.16216,0.17412,0.00016,,,
wenatcheewademo.gov,WA,172969897,0.16109,0.17297,0.00016,,,
tn24.hardu.cert.demo,Illinois,170745157,0.15902,0.17075,0.00016,,,
ci.oakridge.or.us,OR,169208095,0.15759,0.16921,0.00015,,,
cantonpolice.com,MA,162024762,0.1509,0.16202,0.00015,,,
dems.so.fauquiercounty.gov,VA,161923949,0.1508,0.16192,0.00015,,,
worcester.edu,,161405325,0.15032,0.16141,0.00015,,,
so.dixoncounty.ne.us,NE,159920613,0.14894,0.15992,0.00015,,,
wilmingtonnc.gov,NC,155854008,0.14515,0.15585,0.00014,,,
msi.sedemo.cadweb.apxcad.cc,IL,153382548,0.14285,0.15338,0.00014,,,
responder.p1demo,CA,152153975,0.1417,0.15215,0.00014,,,
doc.srpmic-nsn.gov,AZ,151144750,0.14076,0.15114,0.00014,,,
northumberlandsheriff.net,VA,149792411,0.13951,0.14979,0.00014,,,
lausd.ca.p1cadhost.trn.gov,CA,148314602,0.13813,0.14831,0.00013,,,
lakewoodpolicenj.com,New Jersey,144922010,0.13497,0.14492,0.00013,,,
qrtraining.bexarmetro911,,144817832,0.13487,0.14482,0.00013,,,
covingtonpolice.com,Georgia,144808526,0.13486,0.14481,0.00013,,,
surfcitypolice.com,NC,144599968,0.13467,0.1446,0.00013,,,
brazoriacopct3.tx.us,TX,144326075,0.13441,0.14433,0.00013,,,
vmel.transcription,IL,143910591,0.13403,0.14391,0.00013,,,
isletapueblo.com,NM,143081623,0.13326,0.14308,0.00013,,,
ciersecurity.md.us,MD,137670018,0.12822,0.13767,0.00013,,,
flex.pdm.prod,UT,134310828,0.12509,0.13431,0.00012,,,
pd.morriscountyks.org,KS,130867722,0.12188,0.13087,0.00012,,,
northsyracusepoliceny.com,New York,128982583,0.12012,0.12898,0.00012,,,
cps.test.thompson,Ohio,124537083,0.11598,0.12454,0.00011,,,
cabarruscounty.us,North Carolina,124004109,0.11549,0.124,0.00011,,,
msi.trustarc.ccadmin,UT,121467983,0.11313,0.12147,0.00011,,,
echdemo9.motoville.911,,120562254,0.11228,0.12056,0.00011,,,
frankfortcrimestoppers.com,KY,119849524,0.11162,0.11985,0.00011,,,
wilsoncountytx.gov,TX,119586587,0.11137,0.11959,0.00011,,,
fordcounty.net,Kansas,119353255,0.11116,0.11935,0.00011,,,
pomeroypd.oh.us,OH,117889100,0.10979,0.11789,0.00011,,,
geappliances.com,Kentucky,117307811,0.10925,0.11731,0.00011,,,
msi.flex.pdm.c.demo,UT,117228561,0.10918,0.11723,0.00011,,,
pd.bolingbrook.com,IL,116042577,0.10807,0.11604,0.00011,,,
portoflosangeles.org,,115754569,0.1078,0.11575,0.00011,,,
warrencountysheriff.org,VA,115465990,0.10754,0.11547,0.00011,,,
cumberland.in.gov,IN,115178231,0.10727,0.11518,0.0001,,,
nccourts.org,NC,114709295,0.10683,0.11471,0.0001,,,
stanfordky.gov,KY,112182394,0.10448,0.11218,0.0001,,,
stanlycountync.gov,NC,107332340,0.09996,0.10733,0.0001,,,
cityofstanfield.com,OR,106944736,0.0996,0.10694,0.0001,,,
police.rochesternh.gov,NH,106040527,0.09876,0.10604,0.0001,,,
roc3.bexarmetro911,TX,105750387,0.09849,0.10575,0.0001,,,
ghc-basslabtango2.911.org,TX,104830986,0.09763,0.10483,0.0001,,,
crispcounty.com,Georgia,103189692,0.0961,0.10319,9.00E-05,,,
kingston-ny.gov,NY,101924866,0.09492,0.10192,9.00E-05,,,
cspd.oswegocounty.com,NY,101438026,0.09447,0.10144,9.00E-05,,,
msi.flex.deployments.test.a,,99987738,0.09312,0.09999,9.00E-05,,,
hopkinsvilleky.us,Kentucky,99072982,0.09227,0.09907,9.00E-05,,,
belmarpd.nj.us,NJ,98794263,0.09201,0.09879,9.00E-05,,,
0c9e7e41e42461eb18d504acbce902a6 (Agency not Matched),,98546641,0.09178,0.09855,9.00E-05,,,
4aad4132b25cf4d05178086d40a1febb (Agency not Matched),,98078904,0.09134,0.09808,9.00E-05,,,
butlerpd.ga.us,GA,96795676,0.09015,0.0968,9.00E-05,,,
thecapitalrealty.com,IL,96130094,0.08953,0.09613,9.00E-05,,,
responder.lapd.standalone.cq,CA,95774678,0.0892,0.09577,9.00E-05,,,
medicinebow.org,WY,95721102,0.08915,0.09572,9.00E-05,,,
beta.mdfr.miamidade.gov,FL,93586533,0.08716,0.09359,9.00E-05,,,
ecosys.il.p1.pd.msi,IL,93581730,0.08715,0.09358,9.00E-05,,,
lowerprovidencetwppd.pa.us,PD,93186255,0.08679,0.09319,8.00E-05,,,
dnr.illinois.gov,MA,92840874,0.08646,0.09284,8.00E-05,,,
vhhohio.org,OH,92482549,0.08613,0.09248,8.00E-05,,,
augustadps.org,KS,92372295,0.08603,0.09237,8.00E-05,,,
msi.sedemo.cadweb.monroe,IL,92351883,0.08601,0.09235,8.00E-05,,,
chamberscofm.tx.us,TX,90250295,0.08405,0.09025,8.00E-05,,,
pd.ind.com,IN,89801962,0.08363,0.0898,8.00E-05,,,
cvcrimestop.com,IA,89725887,0.08356,0.08973,8.00E-05,,,
